"GL Year","Town Code","Town Name","100 Residential ","200 Commercial","250 Income and Expense Penalties","300 Industrial","400 Public Utility ","500 Vacant Land","600 Land Use","700 Ten Mill Land","800 Apartment","Total Real Property","Exemptions","Net Real Property","Motor Vehicle","Motor Vehicle Exemption","Total Net Motor Vehicle","Personal Property","Personal Property Exemptions","Net Personal Property ","Total Net Grand List"
"2016","44","East Haven","1,374,633,560","320,917,790",,"20,604,320","0","18,205,880","185,450","0","8,214,960","1,742,761,960","12,393,970","1,730,367,990","173,846,279","3,931,666","169,914,613","67,998,220","6,192,360","61,805,860","1,962,088,463"
"2015","44","East Haven","1,447,458,120","298,539,161",,"19,897,729","0","25,742,910","154,790","0","7,521,350","1,799,314,060","12,891,590","1,786,422,470","166,602,011","3,439,311","163,162,700","64,425,710","4,116,250","60,309,460","2,009,894,630"
"2014","44","East Haven","1,441,154,980","293,894,231",,"20,027,569","0","26,209,080","154,790","0","7,407,360","1,788,848,010","13,691,420","1,775,156,590","166,918,055","2,844,425","164,073,630","61,512,420","5,299,480","56,212,940","1,995,443,160"
"2013","44","East Haven","1,431,498,770","287,438,991",,"20,191,489","0","29,895,340","173,420","0","6,986,450","1,776,184,460","15,410,950","1,760,773,510","164,565,208","2,873,474","161,691,734","56,863,758","3,977,950","52,885,808","1,975,351,052"
"2012","44","East Haven","1,427,824,960","293,614,560",,"21,280,340","0","29,597,980","168,550","0","7,100,830","1,779,587,220","15,816,690","1,763,770,530","165,207,616","2,842,435","162,365,181","51,974,050","3,923,030","48,051,020",
"2011","44","East Haven","1,421,435,930","292,728,890",,"21,325,370","1,774,420","29,640,130","218,530",,"7,227,040","1,774,350,310","18,571,590","1,755,778,720","162,058,297","2,804,370","159,253,927","59,205,910","3,912,060","55,293,850","1,970,326,497"
"2024","45","East Lyme","2,237,162,932","185,777,376","0","13,335,350","4,907,980","33,909,520","1,498,450","42,040","82,794,960","2,559,428,608","12,135,260","2,547,293,348","200,579,220","1,946,840","198,632,380","91,102,576","2,263,860","88,838,716","2,834,764,444"
"2023","45","East Lyme","2,216,555,769","185,341,630","0","13,335,350","4,907,980","36,260,100","1,519,670","42,040","80,338,240","2,538,300,779","8,448,000","2,529,852,779","205,230,480","1,745,835","203,484,645","83,808,775","1,998,204","81,810,571","2,815,147,995"
"2022","45","East Lyme","2,196,189,115","184,211,354","586,964","13,335,350","4,732,980","34,614,750","1,519,670","42,040","76,806,460","2,511,451,719","8,137,000","2,503,314,719","217,204,980","1,528,191","215,676,789","79,211,734","1,759,340","77,452,394","2,796,443,902"
"2021","45","East Lyme","2,172,384,649","185,603,360","0","13,335,350","3,037,930","41,562,040","1,512,510","42,040","72,333,704","2,489,811,583","8,031,000","2,481,780,583","206,435,685","2,660,102","203,775,583","78,298,472","1,837,920","76,460,552","2,762,016,718"
"2020","45","East Lyme","1,763,870,364","162,971,695","696402","11,701,970","3,234,140","36,579,920","1,134,410","25,870","59,999,448","2,039,517,817","8,062,000","2,031,455,817","157,515,703","2,145,076","155,370,627","72,946,594","1,891,450","71,055,144","2,257,881,588"
"2019","45","East Lyme","1,749,164,840","156,742,790","0","13,879,180","2,915,850","39,613,240","1,162,130","25,870","49,685,438","2,013,189,338","8,311,000","2,004,878,338","146,292,385","1,809,740","144,482,645","64,108,181","1,893,990","62,214,191","2,211,575,174"
"2018","45","East Lyme","1,736,591,751","144,491,459",,"15,442,420","2,915,850","41,757,550","1,160,510","25,870","49,681,658","1,992,067,068","7,926,000","1,984,141,068","141,469,670","1,123,207","140,346,463","61,294,178","1,857,690","59,436,488","2,183,924,019"
"2017","45","East Lyme","1,726,176,591","144,952,759",,"15,442,420","2,915,850","41,591,560","1,164,200","25,870","49,681,658","1,981,950,908","8,086,000","1,973,864,908","138,282,108","893,237","137,388,871","57,063,191","1,902,710","55,160,481","2,166,414,260"
"2016","45","East Lyme","1,714,212,191","143,253,628",,"15,442,420","2,920,960","42,676,420","1,196,640","25,870","49,992,388","1,969,720,517","8,221,000","1,961,499,517","135,458,930","1,377,780","134,081,150","57,411,108","3,030,660","54,380,448","2,149,961,115"
"2015","45","East Lyme","1,714,505,870","122,828,348",,"14,238,630","773,850","43,496,890","869,250","2,100","52,778,311","1,949,493,249","8,543,000","1,940,950,249","131,152,470","1,212,070","129,940,400","58,671,504","4,205,390","54,466,114","2,125,356,763"
"2014","45","East Lyme","1,697,808,579","121,767,476",,"14,150,920","773,850","42,050,340","793,330","2,100","36,388,644","1,913,735,239","8,804,000","1,904,931,239","129,438,520","1,297,410","128,141,110","57,273,329","3,566,370","53,706,959","2,086,779,308"
"2013","45","East Lyme","1,687,066,623","122,269,486",,"14,150,920","773,850","44,182,652","791,970","2,100","29,721,438","1,898,959,039","9,166,000","1,889,793,039","129,061,200","1,128,900","127,932,300","47,592,145","3,368,220","44,223,925","2,061,949,264"
"2012","45","East Lyme","1,674,001,261","122,303,136",,"14,146,230","773,850","49,402,170","798,460","2,170","29,720,262","1,891,147,539","9,586,000","1,881,561,539","125,576,010","905,840","124,670,170","47,432,319","3,544,820","43,887,499",
"2011","45","East Lyme","1,665,320,643","122,210,521",,"14,146,230","773,850","54,927,830","818,830","2,170","29,771,104","1,887,971,178","9,933,000","1,878,038,178","126,163,130","920,260","125,242,870","46,008,990","2,913,880","43,095,110","2,046,376,158"
"2024","46","Easton","1,331,509,810","14,408,650","0","554,990","27,521,110","2,334,640","1,821,440","0","0","1,378,150,640","3,643,350","1,374,507,290","98,084,320","507,440","97,576,880","27,328,800","1,347,417","25,981,383","1,498,065,553"
"2023","46","Easton","1,324,279,700","14,636,880","0","554,990","27,113,920","4,288,130","1,848,710","0","0","1,372,722,330","1,989,910","1,370,732,420","109,860,465","462,730","109,397,735","26,131,775","1,247,196","24,884,579","1,505,014,734"
"2022","46","Easton","1,317,950,240","14,714,970","0","481,480","27,113,920","4,288,130","1,851,020","0","0","1,366,399,760","2,257,020","1,364,142,740","112,876,840","418,320","112,458,520","23,342,050","1,278,290","22,063,760","1,498,665,020"
"2021","46","Easton","1,311,408,590","14,636,090","0","481,480","27,113,920","4,288,130","1,880,280","0","0","1,359,808,490","2,454,250","1,357,354,240","104,625,100","372,290","104,252,810","22,360,600","1,259,610","21,100,990","1,482,708,040"
"2020","46","Easton","1,156,964,260","11,687,840","0","1,287,350","22,707,680","6,161,820","1,244,800","0","0","1,200,053,750","2,691,980","1,197,361,770","83,213,499","358,610","82,854,889","20,033,288","1,370,180","18,663,108","1,298,879,767"
"2019","46","Easton","1,154,643,250","11,364,500","0","1,308,340","22,707,680","6,189,580","1,251,060","0","0","1,197,464,410","2,667,590","1,194,796,820","80,363,525","213,740","80,149,785","20,087,290","1,349,370","18,737,920","1,293,684,525"
"2018","46","Easton","1,151,074,770","11,355,000",,"1,434,680","22,707,680","6,238,980","1,286,640","0","0","1,194,097,750","2,780,720","1,191,317,030","76,855,878","437,260","76,418,618","18,329,000","1,366,280","16,962,720","1,284,698,368"
"2017","46","Easton","1,148,602,900","12,037,100",,"1,434,430","22,707,680","6,313,970","1,037,190","0","0","1,192,133,270","2,818,530","1,189,314,740","77,556,395","448,250","77,108,145","18,154,364","1,328,040","16,826,324","1,283,249,209"
"2016","46","Easton","1,144,850,950","11,954,590",,"1,434,430","22,674,320","6,408,610","1,042,310","0","0","1,188,365,210","2,802,510","1,185,562,700","78,751,890","358,100","78,393,790","17,225,608","1,191,040","16,034,568","1,279,991,058"
"2015","46","Easton","1,201,159,460","11,706,270",,"22,752,980","1,074,850","8,491,400","942,590","0","0","1,246,127,550","2,901,490","1,243,226,060","77,609,335","221,370","77,387,965","17,035,904","1,197,660","15,838,244","1,336,452,269"
"2014","46","Easton","1,198,220,290","11,605,610",,"22,752,980","1,074,850","8,431,690","936,170","0","0","1,243,021,590","3,038,960","1,239,982,630","75,967,720","253,010","75,714,710","15,794,275","1,066,680","14,727,595","1,330,424,935"
"2013","46","Easton","1,194,015,190","11,414,950",,"23,067,980","1,074,850","8,417,340","916,890","0","0","1,238,907,200","3,243,020","1,235,664,180","76,095,099","243,940","75,851,159","15,608,066","758,240","14,849,826","1,326,365,165"
"2012","46","Easton","1,191,728,990","11,159,100",,"23,067,980","1,074,850","8,520,260","933,100","0","0","1,236,484,280","3,143,410","1,233,340,870","75,894,810","93,610","75,801,200","15,115,113","631,830","14,483,283",
"2011","46","Easton","1,187,580,453","10,289,000",,"23,171,460","1,074,850","8,778,890","937,170",,,"1,231,831,823","3,148,110","1,228,683,713","75,386,730","231,070","75,155,660","14,626,227","656,440","13,969,787","1,317,809,160"
"2024","47","East Windsor","778,468,156","205,349,378","0","107,906,810","19,612,940","11,156,090","6,739,330","0","70,509,632","1,199,742,336","14,069,058","1,185,673,278","130,541,403","10,852,320","119,689,083","235,792,810","30,506,790","205,286,020","1,510,648,381"
"2023","47","East Windsor","780,462,428","205,673,330","0","107,522,330","19,386,350","6,727,520","6,246,060","0","71,267,960","1,197,285,978","8,805,934","1,188,480,044","153,709,030","11,929,360","141,779,670","165,285,946","29,420,990","135,864,956","1,466,124,670"
"2022","47","East Windsor","502,559,580","171,551,850","4,273,604","83,532,510","0","11,531,750","3,687,130","0","48,847,490","821,710,310","11,039,490","810,670,820","154,971,572","13,317,060","141,654,512","122,488,195","33,730,011","88,758,184","1,041,083,516"
"2021","47","East Windsor","499,440,170","172,415,280","0","83,742,180","0","11,913,170","3,649,100","0","46,915,310","818,075,210","11,950,325","806,124,885","141,156,220","14,009,030","127,147,190","117,899,910","33,013,337","84,886,573","1,018,158,648"
"2020","47","East Windsor","494,902,070","170,973,440","0","70,517,600","0","12,357,510","3,832,340","0","46,425,610","799,008,570","6,533,978","792,474,592","115,474,295","11,497,280","103,977,015","129,616,436","36,334,814","93,281,622","989,733,229"
"2019","47","East Windsor","490,296,840","170,099,000","0","69,819,470","0","12,739,780","3,618,700","0","42,465,710","789,039,500","4,490,280","784,549,220","111,854,335","11,961,515","99,892,820","120,755,601","36,184,180","84,571,421","969,013,461"
"2018","47","East Windsor","481,978,460","172,548,060",,"68,426,010","0","13,082,027","3,649,080","0","40,961,440","780,645,077","1,433,250","779,211,827","107,261,908","10,847,355","96,414,553","110,913,908","32,338,370","78,575,538","954,201,918"
"2017","47","East Windsor","476,784,754","187,233,814",,"68,755,660","0","13,503,811","3,717,860","0","40,961,440","790,957,339","1,122,000","789,835,339","107,494,205","8,170,260","99,323,945","100,404,167","30,410,840","69,993,327","959,152,611"
"2016","47","East Windsor","503,484,920","179,210,910",,"71,556,400","0","6,732,440","3,653,000","0","38,286,830","802,924,500","1,094,250","801,830,250","105,300,770","6,295,390","99,005,380","97,180,935","29,094,790","68,086,145","968,921,775"
"2015","47","East Windsor","501,749,190","181,328,650",,"71,007,420","0","6,834,130","3,519,440","0","38,444,230","802,883,060","1,216,500","801,666,560","99,675,090","2,825,360","96,849,730","93,320,080","29,891,580","63,428,500","961,944,790"
"2014","47","East Windsor","499,432,610","180,497,317",,"71,714,270","0","6,386,180","3,526,590","0","38,444,230","800,001,197","1,265,080","798,736,117","99,273,736","8,006,570","91,267,166","81,383,868","19,800,000","61,583,868","951,587,151"
"2013","47","East Windsor","497,725,170","180,916,540",,"72,734,310","0","6,370,270","3,258,580","0","38,513,760","799,518,630","1,273,330","798,245,300","98,720,595","6,672,940","92,047,655","89,728,635","27,729,380","61,999,255","952,292,210"
"2012","47","East Windsor","495,820,898","168,622,380",,"72,775,170","0","5,652,042","3,304,820","0","38,580,960","784,756,270","1,354,970","783,401,300","96,541,197","7,953,763","88,587,434","82,522,100","24,522,252","57,999,848",
"2011","47","East Windsor","617,224,915","195,170,621",,"79,035,730",,"18,697,455","2,227,010",,"30,528,720","942,884,451","1,412,210","941,472,241","97,272,544","7,936,444","89,336,100","74,697,677","14,338,070","60,359,607","1,091,167,948"
"2024","48","Ellington","1,040,957,390","100,655,760","0","46,479,590","0","3,552,570","7,248,010","0","115,682,850","1,314,576,170","24,036,360","1,290,539,810","188,325,140","2,389,940","185,935,200","121,464,560","42,693,530","78,771,030","1,555,246,040"
"2023","48","Ellington","1,034,860,950","97,691,800","0","44,601,730","0","3,918,330","7,300,720","0","115,682,850","1,304,056,380","16,373,150","1,287,683,230","198,906,080","2,457,250","196,448,830","112,353,350","35,758,680","76,594,670","1,560,726,730"
"2022","48","Ellington","1,030,366,240","97,426,310","434,450","39,089,490","0","3,190,660","7,386,420","0","118,086,950","1,295,546,070","12,325,040","1,283,221,030","209,778,080","2,769,700","207,008,380","101,753,310","24,754,820","76,998,490","1,567,227,900"
"2021","48","Ellington","1,024,380,740","96,078,460","0","38,749,240","0","4,027,810","7,385,350","0","123,075,740","1,293,697,340","10,594,650","1,283,102,690","198,378,580","2,113,880","196,264,700","98,865,380","20,349,420","78,515,960","1,557,883,350"
"2020","48","Ellington","1,017,944,510","96,202,340","0","37,859,920","0","3,617,640","7,452,679","0","123,156,730","1,286,233,819","10,504,580","1,275,729,239","159,848,570","1,570,390","158,278,180","92,441,619","23,592,270","68,849,349","1,502,856,768"
"2019","48","Ellington","1,008,864,003","94,390,900","0","18,217,200","956,470","2,985,900","7,274,410","0","96,043,030","1,228,731,913","10,145,405","1,218,586,508","150,483,045","1,736,890","148,746,155","83,820,280","20,259,642","63,560,638","1,430,893,301"
"2018","48","Ellington","999,672,093","86,507,530",,"18,178,320","956,470","2,978,150","20,151,540","0","98,706,740","1,227,150,843","13,021,470","1,214,129,373","144,304,770","1,380,790","142,923,980","78,972,320","22,100,098","56,872,222","1,413,925,575"
"2017","48","Ellington","991,083,211","79,009,820",,"18,013,700","956,470","2,983,670","20,111,740","0","94,203,260","1,206,361,871","13,149,600","1,193,212,271","139,193,725","1,326,440","137,867,285","74,431,380","20,591,925","53,839,455","1,384,919,011"
"2016","48","Ellington","980,444,432","77,180,350",,"18,318,620","616,270","2,942,120","7,371,840","0","88,183,920","1,175,057,552","6,640,070","1,168,417,482","135,914,377","1,357,220","134,557,157","68,258,915","17,244,038","51,014,877","1,353,989,516"
"2015","48","Ellington","967,516,885","78,264,260",,"17,488,550","616,270","2,913,140","7,474,730","0","83,314,960","1,157,588,795","6,502,990","1,151,085,805","131,666,057","1,443,280","130,222,777","62,920,000","16,607,170","46,312,830","1,327,621,412"
"2014","48","Ellington","978,979,323","76,760,250",,"18,118,470","626,770","3,102,570","5,602,260","0","64,030,610","1,147,220,253","6,187,770","1,141,032,483","125,946,440","1,380,940","124,565,500","61,163,880","15,385,934","45,777,946","1,311,375,929"
"2013","48","Ellington","968,535,956","76,370,950",,"18,070,990","626,770","2,918,260","5,800,870","0","60,052,720","1,132,376,516","6,186,580","1,126,189,936","122,932,048","1,258,190","121,673,858","60,500,709","16,364,034","44,136,675","1,292,000,469"
"2012","48","Ellington","957,862,216","73,714,570",,"17,693,070","626,770","3,247,630","5,903,520","0","59,866,795","1,118,914,571","5,122,080","1,113,792,491","118,252,936","1,052,140","117,200,796","55,910,160","15,601,720","40,308,440",
"2011","48","Ellington","949,466,292","72,494,380",,"17,732,780","626,770","3,153,280","5,972,090","0","55,990,443","1,105,436,035","5,297,910","1,100,138,125","118,029,478","1,195,730","116,833,748","54,929,460","15,842,699","39,086,761","1,256,058,634"
"2024","49","Enfield","2,301,275,611","365,931,860","0","229,275,430","6,647,100","33,642,865","5,547,638","0","108,833,100","3,051,153,604","17,101,900","3,034,051,704","361,597,230","6,378,320","355,218,910","346,596,645","46,768,162","299,828,483","3,689,099,097"
"2023","49","Enfield","2,293,485,126","372,129,092","0","226,763,430","6,647,100","32,928,465","5,807,633","0","108,205,700","3,045,966,546","7,127,700","3,038,838,846","385,898,982","9,449,740","376,449,242","344,991,253","42,572,321","302,418,932","3,717,707,020"
"2022","49","Enfield","2,284,121,395","371,561,975","0","236,760,941","6,102,100","31,188,664","4,825,416","0","107,240,700","3,041,801,191","15,177,990","3,026,623,201","404,981,123","6,842,780","398,138,343","335,798,625","41,842,380","293,956,245","3,718,717,789"
"2021","49","Enfield","2,277,898,491","361,806,249","0","202,261,086","6,066,840","36,963,853","5,420,291","0","107,217,400","2,997,634,210","7,957,200","2,989,677,010","392,024,893","7,872,520","384,152,373","343,423,443","40,926,710","302,496,733","3,676,326,116"
"2020","49","Enfield","1,801,829,550","357,638,860","9531960","181,743,510","5,135,100","27,103,080","5,155,930","0","88,840,450","2,467,446,480","21,234,920","2,446,211,560","296,156,680","3,747,480","292,409,200","299,930,490","37,814,590","262,115,900","3,000,736,660"
"2019","49","Enfield","1,796,076,050","343,104,950","6143390","178,520,170","5,133,810","22,740,350","5,696,510","0","88,309,200","2,439,581,040","21,359,600","2,418,221,440","280,251,260","2,724,040","277,527,220","275,828,360","36,198,303","239,630,057","2,935,378,717"
"2018","49","Enfield","1,793,502,920","363,537,040",,"176,014,030","6,083,590","24,207,260","5,705,610","0","81,482,380","2,450,532,830","19,481,270","2,431,051,560","274,724,030","2,075,010","272,649,020","262,797,830","35,264,660","227,533,170","2,931,233,750"
"2017","49","Enfield","1,791,079,420","363,190,425",,"175,137,620","5,133,810","22,335,620","5,683,210","0","76,085,370","2,438,645,475","22,427,340","2,416,218,135","269,284,610","2,497,925","266,786,685","251,800,771","32,987,891","218,812,880","2,901,817,700"
"2016","49","Enfield","1,789,268,330","357,091,490",,"172,598,220","5,133,810","22,905,290","5,765,730","0","71,714,090","2,424,476,960","17,819,480","2,406,657,480","268,106,490","3,556,430","264,550,060","249,158,290","27,774,031","221,384,259","2,892,591,799"
"2015","49","Enfield","1,800,422,147","366,184,500",,"171,489,280","5,202,740","22,854,730","5,989,960","0","59,899,810","2,432,043,167","12,122,460","2,419,920,707","262,785,630","3,252,070","259,533,560","251,749,648","30,548,632","221,201,016","2,900,655,283"
"2014","49","Enfield","1,798,248,420","367,119,211",,"174,164,630","5,202,740","26,683,760","5,838,260","0","53,480,990","2,430,738,011","12,389,610","2,418,348,401","259,494,670","2,377,660","257,117,010","229,445,364","27,632,872","201,812,492","2,877,277,903"
"2013","49","Enfield","1,796,940,190","365,284,081",,"168,836,960","5,202,740","27,328,650","5,984,310","0","53,501,380","2,423,078,311","13,568,620","2,409,509,691","261,380,320","2,075,797","259,304,523","204,876,279","22,595,403","182,280,876","2,851,095,090"
"2012","49","Enfield","1,795,479,080","378,568,981",,"167,296,040","5,202,740","27,467,390","6,005,920","0","53,506,370","2,433,526,521","15,311,700","2,418,214,821","252,396,530","2,257,890","250,138,640","198,099,236","21,129,050","176,970,186",
"2011","49","Enfield","1,794,805,470","379,317,970",,"166,684,200","5,202,740","28,184,240","6,090,500",,"53,675,050","2,433,960,170","18,075,050","2,415,885,120","255,552,490","2,439,850","253,112,640","193,425,780","20,840,903","172,584,877","2,841,582,637"
"2024","50","Essex","1,137,456,830","122,606,100","0","39,225,400","870,900","16,602,500","599,100","0","7,771,600","1,325,132,430","4,644,600","1,320,487,830","86,866,390","3,886,900","82,979,490","81,668,400","28,228,540","53,439,860","1,456,907,180"
"2023","50","Essex","1,135,192,712","123,362,400","0","38,261,500","870,900","18,149,000","599,100","0","7,771,600","1,324,207,212","1,420,250","1,322,786,962","96,354,220","6,947,680","89,406,540","74,180,140","28,311,230","45,868,910","1,458,062,412"
"2022","50","Essex","817,394,830","110,343,400","0","31,902,300","596,600","14,502,200","600,400","0","6,523,700","981,863,430","1,409,500","980,453,930","101,466,410","7,801,940","93,664,470","71,280,167","26,722,461","44,557,706","1,118,676,106"
"2021","50","Essex","811,378,830","110,339,900","0","31,257,700","596,600","14,207,600","615,800","0","6,353,600","974,750,030","1,456,750","973,293,280","94,966,280","5,579,370","89,386,910","65,158,890","23,083,141","42,075,749","1,104,755,939"
"2020","50","Essex","818,322,330","117,462,600","0","33,257,200","596,600","0","621,100","0","0","970,259,830","1,511,750","968,748,080","76,959,090","5,219,900","71,739,190","63,032,150","20,515,622","42,516,528","1,083,003,798"
"2019","50","Essex","815,181,290","117,067,700","0","32,723,700","596,600","0","561,000","0","0","966,130,290","1,551,000","964,579,290","74,243,210","5,932,330","68,310,880","58,858,960","19,379,791","39,479,169","1,072,369,339"
"2018","50","Essex","809,643,980","116,660,100",,"32,431,200","596,600","0","566,600","0","0","959,898,480","1,535,290","958,363,190","71,793,520","5,450,920","66,342,600","53,886,270","15,853,360","38,032,910","1,062,738,700"
"2017","50","Essex","802,590,140","111,641,270",,"33,328,750","0","0","541,500","0","33,600","948,135,260","1,489,040","946,646,220","70,686,060","4,108,220","66,577,840","52,813,980","15,726,010","37,087,970","1,050,312,030"
"2016","50","Essex","801,104,640","111,299,270",,"33,242,250","0","0","560,300","33,600","0","946,240,060","1,542,500","944,697,560","68,847,880","4,118,940","64,728,940","49,571,868","14,297,940","35,273,928","1,044,700,428"
"2015","50","Essex","799,196,940","111,015,470",,"33,126,150","0","0","556,000","34,500","0","943,929,060","1,611,750","942,317,310","66,623,460","2,909,500","63,713,960","47,310,971","12,871,540","34,439,431","1,040,470,701"
"2014","50","Essex","799,937,480","110,540,570",,"33,106,250","0","0","559,600","37,100","0","944,181,000","1,658,750","942,522,250","64,717,000","1,835,830","62,881,170","42,490,863","11,074,113","31,416,750","1,036,820,170"
"2013","50","Essex","797,396,200","111,671,800",,"33,792,000","0","0","537,000","36,000","0","943,433,000","2,563,880","940,869,120","63,187,280","2,091,720","61,095,560","39,785,864","10,200,233","29,585,631","1,031,550,311"
"2012","50","Essex","877,665,850","120,823,170",,"35,592,600","0","0","529,700","54,500","0","1,034,665,820","2,588,380","1,032,077,440","62,289,730","3,427,450","58,862,280","38,557,249","9,886,673","28,670,576",
"2011","50","Essex","876,526,950","121,066,470",,"35,386,300",,,"607,100","49,900",,"1,033,636,720","1,848,250","1,031,788,470","63,377,535","3,945,200","59,432,335","38,498,681","9,530,450","28,968,231","1,120,189,036"
"2024","51","Fairfield","9,419,292,073","1,303,494,450","0","51,482,410","40,724,304","60,127,320","1,330,061","0","78,329,790","10,954,780,408","22,105,900","10,932,674,508","712,349,390","971,300","711,378,090","466,937,150","24,846,315","442,090,835","12,086,143,433"
"2023","51","Fairfield","9,361,963,253","1,294,645,890","6,798,582","51,481,850","45,775,100","62,900,650","1,331,791","0","64,172,850","10,882,271,384","18,824,180","10,863,447,204","718,136,080","6,120,340","712,015,740","425,812,245","33,030,628","392,781,617","11,968,244,561"
"2022","51","Fairfield","9,294,443,064","1,283,348,880","8,422,124","52,180,450","45,640,770","77,524,410","1,342,000","0","50,936,200","10,805,415,774","19,433,180","10,785,982,594","758,654,423","5,454,520","753,199,903","405,828,740","29,146,335","376,682,405","11,915,864,902"
"2021","51","Fairfield","9,229,361,994","1,292,747,695","8,062,145","52,081,470","45,241,770","79,989,280","1,329,230","0","41,924,750","10,742,676,189","21,110,180","10,721,566,009","714,729,905","5,240,310","709,489,595","387,167,640","32,446,105","354,721,535","11,785,777,139"
"2020","51","Fairfield","9,187,629,482","1,280,516,725","0","52,081,470","45,241,770","81,708,090","1,067,730","0","26,956,510","10,675,201,777","22,806,180","10,652,395,597","562,575,325","4,139,590","558,435,735","362,803,135","25,968,090","336,835,045","11,547,666,377"
"2019","51","Fairfield","9,016,087,375","1,052,765,140","0","38,128,090","36,561,350","74,274,760","1,095,280","0","14,982,240","10,233,894,235","25,001,180","10,208,893,055","540,919,575","4,668,254","536,251,321","356,494,530","22,893,511","333,601,019","11,078,745,395"
"2018","51","Fairfield","8,962,890,645","1,023,727,250",,"40,606,580","36,561,350","80,852,030","1,681,730","0","13,835,640","10,160,155,225","25,462,180","10,134,693,045","526,850,345","3,977,810","522,872,535","332,697,150","23,693,403","309,003,747","10,966,569,327"
"2017","51","Fairfield","8,910,543,345","994,009,870",,"41,248,410","36,554,210","82,566,540","1,687,590","0","10,723,650","10,077,333,615","26,773,180","10,050,560,435","524,611,340","4,684,180","519,927,160","319,500,790","23,750,498","295,750,292","10,866,237,887"
"2016","51","Fairfield","8,834,073,985","1,044,265,425",,"41,475,406","36,554,210","87,787,420","1,783,400","0","10,533,180","10,056,473,026","28,666,180","10,027,806,846","523,983,311","2,589,540","521,393,771","318,595,440","22,553,910","296,041,530","10,845,242,147"
"2015","51","Fairfield","8,778,336,410","1,023,577,590",,"42,132,370","36,554,210","96,076,050","1,755,730","0","8,884,190","9,987,316,550","30,332,180","9,956,984,370","528,279,094","1,963,450","526,315,644","306,735,270","19,585,990","287,149,280","10,770,449,294"
"2014","51","Fairfield","9,015,226,003","1,033,769,290",,"51,741,900","35,968,050","86,007,100","1,972,960","0","8,315,720","10,233,001,023","33,093,180","10,199,907,843","499,332,030","1,543,558","497,788,472","289,212,100","11,283,500","277,928,600","10,975,624,915"
"2013","51","Fairfield","8,968,384,811","1,035,077,240",,"52,587,430","35,935,220","91,187,260","1,962,750","0","6,511,610","10,191,646,321","37,489,180","10,154,157,141","489,119,482","1,670,840","487,448,642","284,045,970","12,140,600","271,905,370","10,913,511,153"
"2012","51","Fairfield","8,956,403,995","1,038,631,523",,"53,215,330","35,914,220","96,618,490","1,973,380","0","6,511,610","10,189,268,548","39,122,180","10,150,146,368","478,423,513","1,821,320","476,602,193","274,091,820","11,780,330","262,311,490",
"2011","51","Fairfield","8,941,629,455","1,035,032,123",,"53,157,720","38,609,690","98,507,710","2,163,150",,"6,511,610","10,175,611,458","41,646,180","10,133,965,278","482,517,682","2,104,124","480,413,558","253,150,247","10,240,446","242,909,801","10,857,288,637"
"2024","52","Farmington","2,931,664,122","776,714,043","0","86,258,850","956,620","19,700,785","154,190","0","143,708,180","3,959,156,790","5,906,240","3,953,250,550","284,278,633","654,794","283,623,839","366,149,373","64,183,160","301,966,213","4,538,840,602"
"2023","52","Farmington","2,920,918,440","788,554,333","0","86,413,690","956,620","20,201,005","177,200","0","122,200,540","3,939,421,828","5,508,460","3,933,913,368","313,580,052","2,412,819","311,167,233","367,438,127","103,921,830","263,516,297","4,508,596,898"
"2022","52","Farmington","2,900,048,420","786,076,053","7,152,551","82,954,765","2,050,370","20,365,380","181,830","0","119,280,840","3,910,957,658","5,294,180","3,905,663,478","328,455,668","2,703,631","325,752,037","344,525,472","88,765,580","255,759,892","4,487,175,407"
"2021","52","Farmington","2,256,093,160","812,768,020","5,809,734","73,930,590","1,608,420","22,775,842","194,470","0","76,252,360","3,243,622,862","1,338,000","3,242,284,862","318,682,713","3,171,133","315,511,580","330,334,627","96,851,700","233,482,927","3,791,279,369"
"2020","52","Farmington","2,246,061,440","819,269,010","4290758","74,315,220","1,608,420","22,743,760","200,250","0","74,446,800","3,238,644,900","1,439,430","3,237,205,470","254,398,358","2,424,950","251,973,408","340,950,526","101,229,742","239,720,784","3,728,899,662"
"2019","52","Farmington","2,234,176,340","817,532,870","0","75,832,580","1,608,420","22,822,960","197,320","0","71,688,440","3,223,858,930","1,635,250","3,222,223,680","241,119,457","1,187,970","239,931,487","335,790,904","97,978,994","237,811,910","3,699,967,077"
"2018","52","Farmington","2,229,378,360","819,658,150",,"75,699,660","1,614,520","23,757,490","184,130","0","50,882,610","3,201,174,920","1,690,500","3,199,484,420","236,158,868","927,560","235,231,308","321,560,230","89,027,173","232,533,057","3,667,248,785"
"2017","52","Farmington","2,223,258,440","818,361,680",,"76,490,730","1,614,520","22,500,380","186,690","0","51,803,940","3,194,216,380","1,760,250","3,192,456,130","233,832,975","1,037,490","232,795,485","299,114,000","70,332,401","228,781,599","3,654,033,214"
"2016","52","Farmington","2,273,392,210","691,763,106",,"78,671,160","1,159,020","30,397,870","207,890","0","66,762,314","3,142,353,570","1,894,000","3,140,459,570","234,399,778","921,220","233,478,558","287,699,313","65,853,047","221,846,266","3,595,784,394"
"2015","52","Farmington","2,264,831,230","695,313,071",,"78,476,820","1,159,020","27,210,510","258,890","0","66,632,594","3,133,882,135","1,913,250","3,131,968,885","231,848,106","872,160","230,975,946","272,671,474","61,664,192","211,007,282","3,573,952,113"
